Date,NIO_EV_makers,RIVN_EV_makers,LCID_EV_makers,LI_EV_makers,XPEV_EV_makers,NKLA_EV_makers,GM_Traditional_Auto,F_Traditional_Auto,TM_Traditional_Auto,BMW.DE_Traditional_Auto,HMC_Traditional_Auto,RACE_Traditional_Auto,AAPL_Tech_Giants,NVDA_Tech_Giants,AMD_Tech_Giants,TSM_Tech_Giants,QCOM_Tech_Giants,INTC_Tech_Giants,XLY_ETFs,ARKK_ETFs,DRIV_ETFs,IDRV_ETFs
2020-01-02,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,0.029141107296487112,,,,,,-0.02876715861496182,-0.022544921294497478,-0.010530543364776435,-0.012200248174297545,-0.017967819582337174,-0.010619352712578412,-0.009770222019245267,-0.016135348775445202,-0.010235504213748303,-0.03353407847104917,-0.019009157334943794,-0.012237770307553575,-0.008546441670004512,-0.007353695542540173,-0.014650396232949614,-0.014529034194754153
2020-01-06,-0.03995201295108086,,,,,,-0.013304209677973411,-0.0054438686821476345,0.00014211617072312777,-0.0036892107411254926,-0.0028480577409717434,-0.0052918938595292175,0.007936843995443255,0.004184896768113733,-0.004330331317710989,-0.011607031221878117,-0.0058779490870533024,-0.0028326295564768955,0.002777775955390638,0.007749599320549638,-0.00013406534927939973,-0.0005112234633939394
2020-01-07,-0.12733943757370625,,,,,,-0.019439802784050553,0.009777340782895827,0.005242963955551794,0.015889458915423038,0.005688103433833636,-0.0038058688444015942,-0.004714368521799628,0.01203388479805545,-0.002897340407056692,0.016075073091720515,0.028039261605678156,-0.016827055717504535,-0.0015864461450316725,0.01219768668647081,0.007019887756918752,0.004008824421647628
2020-01-08,0.0452566195898656,,,,,,-0.014326865396042443,0.0,-0.002476322396037567,0.0025568116265990426,-0.0028400456928618922,0.01989516725757312,0.015958428569819993,0.0018738459206051328,-0.008742731810233106,0.007346005597714811,-0.002926657631653562,0.0006788783348254945,0.00301190941052365,0.02223819181956932,0.007301693341111193,0.008870746445567512
2020-01-09,0.020438647757226702,,,,,,0.012333366336150675,0.0010803903841269946,-0.004615403226259751,-0.0006724411444625211,-0.0035610724397545646,0.008095890647442872,0.021018442262608517,0.010922699000628366,0.02355479466703425,0.00813713381483705,0.013436588497222957,0.005580203813252638,0.005288146365520774,0.0011466981722501046,0.0016521331468797307,0.0017648652679413956
2020-01-10,0.014347434665984204,,,,,,-0.012333366336150675,-0.0010803903841269946,-0.0055666630079684865,0.0028201951272457393,-0.01112135518874302,0.008205677583000615,0.0022579898365524542,0.005335045668105165,-0.016471508012013025,-0.006266585840358552,0.0038851610003209913,-0.0060893560388675105,-0.0054465783355155395,-0.0072852342296125805,-0.0029757543363735373,-0.0025221048069239416
2020-01-13,0.05271679777691585,,,,,,0.009478469335802764,-0.0010817584004072511,0.005922467993893399,-0.012685717085872295,0.01147800290379708,0.01724585709166604,0.021139484931781638,0.030871015375267374,0.011968814814073081,0.02018239721950499,0.007835459491396968,0.010967957456356814,0.0031610450107191213,0.020379726063036507,0.016094940660905888,0.009693169049322048
2020-01-14,0.01608612232776574,,,,,,0.004848396060239679,0.0053969293918740835,-0.0013526677487680772,-0.0044919317402523085,-0.0057225334734645195,-0.015845763744160024,-0.01359490499426741,-0.01882857018217554,-0.011138748016728428,0.00431964721797895,-0.004517158204256688,-0.002688653246839756,-0.0003155606987776949,0.004139227366567244,0.0029283126131134374,0.0018917184931641629
2020-01-15,0.13186776918242216,,,,,,0.0,-0.010822876289825478,-0.007221241277066248,-0.015258954240180866,-0.009731536081780678,0.005986231550335397,-0.00429480296739726,-0.006939200520108768,0.007027729595696197,-0.03251901119333933,-0.00987610784554338,-0.008279304209517058,-0.002291619107280596,0.0031868235706884462,-0.007435064536009062,-0.007624569737042286
2020-01-16,0.018476258871787943,,,,,,0.011315427401560552,-0.0021789037789763377,0.005295979424514208,-0.014230368601971133,0.0010859789410577747,0.004797761319777827,0.012448473629715906,0.013589601217626646,0.02481822304522119,0.0061464187813768945,0.023366918704829764,0.012141928624000542,0.008899575434437423,0.010796803319920834,0.009123053474956233,0.008480050626545221
2020-01-17,0.0663961050981936,,,,,,0.0014053564131883967,-0.0010907317055608434,-0.00042844876441439084,-0.0015468362250721235,0.005052340334267935,0.0030516125482673573,0.011009743010222728,0.0014049695439768417,0.023039744820531727,-0.002897838358258742,0.04390690900851979,-0.0010062698891615263,0.003522025149644392,-0.006315064275213,0.007367725724387597,0.005507341435037283
2020-01-21,0.10171361525954814,,,,,,-0.017283141540269664,0.0054438686821476345,0.016571525825988864,-0.0032155434904286295,-0.006862934961250566,0.0012065617104592974,-0.006799514987762656,-0.005389838472554587,0.0023533827771524685,-0.005820701713995735,-0.014387138195464999,0.015813800958077273,-0.0030516502321402683,-0.0014916333333681031,-0.01133249861607677,0.0009914789514335887
